complaint_id,complaint_text,category,submitted_via,created_date,cleaned_text
113102,Customer support is not responding to my tickets need urgent help,Other,Email,24-03-2024,customer support respond ticket need urgent help
113103,<p>Voice chat is not working during multiplayer?? games need urgent help</p>,Technical Support,Email,16-04-2024,voice chat work multiplayer game need urgent help
113104,Account progress disappeared after logging in no response from support,Account Management,Website,17-08-2024,account progress disappear log response support
113105,<b>Money was deducted but game coins were not credited need urgent help</b>,Billing,Email,16-07-2024,money deduct game coin credit need urgent help
113106,Customer support is not responding to my tickets no response from support,Other,Email,29-05-2024,customer support respond ticket response support
113107,<p>I was... charged twice for an in-game purchase this is unacceptable</p>,Billing,Website,27-01-2024,charge twice game purchase unacceptable
113108,"<p>Subscription payment succeeded but premium features are locked please, resolve asap</p>",Billing,Chat,07-03-2024,subscription payment succeed premium feature lock please resolve asap
113109,<p>High ping and severe lag while playing online matches this is unacceptable</p>,Technical Support,Website,14-09-2024,high ping severe lag play online match unacceptable
113110,<i>Account progress disappeared after logging in please resolve asap</i>,Account Management,Email,25-01-2024,account progress disappear log please resolve asap
113111,<i>Lost access to my account## after recent update no response from support</i>,Account Management,Phone,10-04-2024,lose access account recent update response support
113112,Need clarification about GAME-ON policies## need urgent help,Other,Phone,02-06-2024,need clarification game policy need urgent help
113113,Daily challenges are missing in## GAME-ON no response from support,Product Issue,Website,11-10-2024,daily challenge miss game response support
113114,I<br>want to give feedback about the game no response from support,Other,Email,29-02-2024,want give feedback game response support
113115,Matchmaking is unfair and places me with very high-level players happening## for the last 3 days,Product Issue,Chat,13-07-2024,matchmaking unfair place high level player happen last day
113116,Account progress disappeared after logging in this is! unacceptable,Account Management,Email,28-05-2024,account progress disappear log unacceptable
113117,Password reset email is not arriving need urgent help,Account Management,Website,19-10-2024,password reset email arrive need urgent help
113118,Billing<br>amount is higher than what was shown in the app need urgent help,Billing,Email,07-10-2024,billing amount high show app need urgent help
113119,<p>Subscription<br>payment succeeded but premium features are locked happening for the last## 3 days</p>,Billing,Chat,21-08-2024,subscription payment succeed premium feature lock happen last day
113120,<p>Achievements are not unlocking as expected no response from support</p>,Product Issue,Email,10-10-2024,achievement unlock expect response support
113121,Very disappointed with the. overall GAME-ON experience happening for the last 3 days,Other,Website,20-07-2024,disappointed overall game experience happen last day
113122,Unable<br>to connect to GAME-ON servers this is unacceptable,Technical Support,Phone,07-08-2024,unable connect game server unacceptable
113123,Game<br>updates fail to install properly happening for the last 3 days,Technical Support,Email,21-07-2024,game update fail install properly happen last day
113124,<i>Need clarification!! about GAME-ON policies no response from support</i>,Other,Website,18-03-2024,need clarification game policy response support
113125,"<b>Achievements<br>are not unlocking as, expected happening for the last 3 days</b>",Product Issue,Email,25-01-2024,achievement unlock expect happen last day
113126,<i>Poor<br>service and lack of?? proper support happening for the last 3 days</i>,Other,Chat,11-03-2024,poor service lack proper support happen last day
113127,Unable to link my social media account to GAME-ON please resolve asap,Account Management,Email,11-07-2024,unable link social medium account game please resolve asap
113128,Progress is not saved after finishing levels need urgent help,Product Issue,Email,22-05-2024,progress save finish level need urgent help
113129,<b>Password reset email is not arriving... happening for the last 3 days</b>,Account Management,Website,27-06-2024,password reset email arrive happen last day
113130,Subscription<br>payment succeeded but premium features are locked need urgent help,Billing,Website,20-09-2024,subscription payment succeed premium feature lock need urgent help
113131,<b>High ping and severe lag while playing online matches this is unacceptable</b>,Technical Support,Email,15-04-2024,high ping severe lag play online match unacceptable
113132,<i>Game<br>updates fail to install properly please resolve. asap</i>,Technical Support,Phone,12-03-2024,game update fail install properly please resolve asap
113133,<b>GAME-ON crashes every time I try to start a match no response! from support</b>,Technical Support,Phone,23-03-2024,game crash every time try start match response support
113134,<i>I was charged twice for an in-game purchase please resolve asap</i>,Billing,Chat,22-08-2024,charge twice game purchase please resolve asap
113135,"<b>Achievements are not unlocking as expected no, response from support</b>",Product Issue,Phone,12-04-2024,achievement unlock expect response support
113136,Unable to connect to GAME-ON servers need urgent help,Technical Support,Chat,07-07-2024,unable connect game server need urgent help
113137,"<p>Poor<br>service and lack, of proper support no response from support</p>",Other,Chat,09-06-2024,poor service lack proper support response support
113138,Billing amount is higher than what was shown in the app happening for the last 3 days,Billing,Phone,10-10-2024,billing amount high show app happen last day
113139,Purchased skins are not showing in my inventory please resolve asap,Product Issue,Website,13-10-2024,purchase skin show inventory please resolve asap
